ID Anggota;Tipe Keanggotaan;Kode Eksemplar;Judul;Kode Klasifikasi;Nama Klasifikasi;Tanggal Pinjam;Tanggal Kembali;Status peminjaman;Bulan Peminjaman
2204010079;FEBM;42419;Managerial accounting;657;Ilmu-ilmu terapan;2024-03-04;2024-03-12;Telah Kembali;Maret
2303050042;FKIP;2198;Bahasa indonesia untuk perguruan tinggi;410;Bahasa;2024-03-04;2024-03-12;Telah Kembali;Maret
2305040160;FISIP;35370;KItab Undang-undang Hukum Perdata;348;Ilmu-ilmu sosial;2024-03-04;2024-03-12;Telah Kembali;Maret
2305040160;FISIP;26248;Hukum perdata indonesia;347;Ilmu-ilmu sosial;2024-03-04;2024-03-12;Telah Kembali;Maret
2003010035;FKIP;48781;Media konvensional dan media online;302;Ilmu-ilmu sosial;2024-03-04;2024-03-12;Telah Kembali;Maret
2003010035;FKIP;23132;Media pembelajaran;371;Ilmu-ilmu sosial;2024-03-04;2024-03-12;Telah Kembali;Maret
2003010035;FKIP;49851;Media pembelajaran digital;371;Ilmu-ilmu sosial;2024-03-04;2024-03-12;Telah Kembali;Maret
2205010081;FISIP;41542;Ekologi pemerintahan;320;Ilmu-ilmu sosial;2024-03-04;2024-03-12;Telah Kembali;Maret
2304120125;FEBM;28144;Teori ekonomi makro suatu pengantar;339;Ilmu-ilmu sosial;2024-03-04;2024-03-12;Telah Kembali;Maret
190563201133;FISIP;49872;Laut bercerita;813;Kesusastraan;2024-03-04;2024-03-12;Telah Kembali;Maret
2205040012;FISIP;15.201.1;Pengantar Hukum Pajak;336;Ilmu-ilmu sosial;2024-03-04;2024-03-12;Telah Kembali;Maret
2205040012;FISIP;166PB3.3;HUKUM ACARA PERDATA EDISI KELIMA;347;Ilmu-ilmu sosial;2024-03-04;2024-03-12;Telah Kembali;Maret
2205040038;FISIP;156HB3.1;HUKUM ACARA PERDATA INDONESIA;347;Ilmu-ilmu sosial;2024-03-04;2024-03-12;Telah Kembali;Maret
2205040038;FISIP;15.600.2;Pengantar hukum pajak - Edisi terbaru;340;Ilmu-ilmu sosial;2024-03-04;2024-03-12;Telah Kembali;Maret
2205040038;FISIP;166PB3.1;HUKUM ACARA PERDATA EDISI KELIMA;347;Ilmu-ilmu sosial;2024-03-04;2024-03-12;Telah Kembali;Maret
2205040096;FISIP;24193;Hukum pajak;336;Ilmu-ilmu sosial;2024-03-04;2024-03-12;Telah Kembali;Maret
2205040096;FISIP;15.601.2;Pengantar Hukum Pajak Edisi Revisi;343;Ilmu-ilmu sosial;2024-03-04;2024-03-12;Telah Kembali;Maret
2205040096;FISIP;166PB3.2;HUKUM ACARA PERDATA EDISI KELIMA;347;Ilmu-ilmu sosial;2024-03-04;2024-03-12;Telah Kembali;Maret
2105050054;FISIP;50693;Rindu;813;Kesusastraan;2024-03-04;2024-03-12;Telah Kembali;Maret
2304120180;FEBM;1097.3.1;Pendidikan kewarganegaraan;324;Ilmu-ilmu sosial;2024-03-04;2024-03-12;Telah Kembali;Maret
2304120180;FEBM;304PB3.5;Makroekonomi;339;Ilmu-ilmu sosial;2024-03-04;2024-03-12;Telah Kembali;Maret
2304120123;FEBM;278MHS3.2;Makroekonomi : Teori Pengantar Edisi Ketiga;339;Ilmu-ilmu sosial;2024-03-04;2024-03-12;Telah Kembali;Maret
2104010089;FEBM;40369;Akuntansi sektor publik;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2304130168;FEBM;112pb3.1;Hukum islam;297;Agama;2024-03-01;2024-03-08;Telah Kembali;Maret
2304130168;FEBM;2300;Al-islam pendidikan agama islam;298;Agama;2024-03-01;2024-03-08;Telah Kembali;Maret
2304130168;FEBM;40423;Pendidikan agama islam;297;Agama;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010060;FEBM;2817;Akuntansi keuangan menengah berbasis PSAK BUKU 2;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010060;FEBM;34241;Managerial accounting;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2303020025;FKIP;259SM3;Pedoman kata baku & tidak baku;400;Bahasa;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010038;FEBM;1236.3.2;Akuntansi perpajakan;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010038;FEBM;269;Akuntansi manajemen jil.1;658;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010038;FEBM;24669;AUDITING;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010041;FEBM;32062;Akuntansi perpajakan ed.2;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010041;FEBM;24668;AUDITING;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010041;FEBM;2240;Akuntansi manajemen jil.1;658;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010029;FEBM;1236.3.3;Akuntansi perpajakan;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010029;FEBM;34054;Akuntansi manajemen jil.1;658;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010029;FEBM;24666;AUDITING;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010009;FEBM;2239;Akuntansi manajemen jil.1;658;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010011;FEBM;2243;Akuntansi manajemen jilid 2;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010011;FEBM;49103;Akuntansi manajemen pendekatan studi kasus;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010007;FEBM;18978;Akuntansi manajemen edisi 3 revisi;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010017;FEBM;28378;Akuntansi manajemen edisi 3 revisi;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010039;FEBM;28380;Akuntansi manajemen edisi 3 revisi;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010027;FEBM;13.057.019;Akuntansi manajemen edisi 3 revisi;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010023;FEBM;40275;Akuntansi manajemen edisi 3 revisi;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010024;FEBM;18979;Akuntansi manajemen edisi 3 revisi;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010010;FEBM;18974;Akuntansi manajemen edisi 3 revisi;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010010;FEBM;24273;Auditing jilid 1;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010013;FEBM;774hb3.1;Akuntansi pajak sesuai dengan undang-undang pajak baru;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010013;FEBM;u00273;Akuntansi Manajemen;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2003010035;FKIP;1826;Strategi belajar mengajar di kelas;371;Ilmu-ilmu sosial;2024-03-01;2024-03-08;Telah Kembali;Maret
2003010035;FKIP;20109;Strategi belajar mengajar;371;Ilmu-ilmu sosial;2024-03-01;2024-03-08;Telah Kembali;Maret
2003010035;FKIP;27780;Strategi belajar mengajar;371;Ilmu-ilmu sosial;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010022;FEBM;35507;AKUNTANSI MANAJEMEN;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010126;FEBM;42069;Teori Akuntansi;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010126;FEBM;49710;Akuntansi manajemen teori dan aplikasi;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010126;FEBM;17584;15 Menit lancer berbahasa inggris;420;Bahasa;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010127;FEBM;308pb3.3;Auditing Suatu Pendekatan Terpadu Jilid 1;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010127;FEBM;2249;Akuntansi manajemen informasi untuk pengambilan keputusan strategis;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010123;FEBM;39619;AKUNTANSI MANAJEMEN;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010123;FEBM;2248;Akuntansi manajemen informasi untuk pengambilan keputusan strategis;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010116;FEBM;29561;AKUNTANSI MANAJEMEN;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010116;FEBM;308pb3.2;Auditing Suatu Pendekatan Terpadu Jilid 1;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010116;FEBM;2243;Akuntansi manajemen jilid 2;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010124;FEBM;308pb3.1;Auditing Suatu Pendekatan Terpadu Jilid 1;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010124;FEBM;2000;Akuntansi managemen sebuah pengantar;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010124;FEBM;2248;Akuntansi manajemen informasi untuk pengambilan keputusan strategis;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010133;FEBM;1725;Akuntansi manajemen;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010133;FEBM;39881;AKUNTANSI MANAJEMEN;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010133;FEBM;310pb3.3;Auditing suatu pendekatan terpadu Jilid 2;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2203020032;FKIP;41853;PENGANTAR RISET OPERASI EDISI 3;651;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2203020032;FKIP;35440;Dasar Pemrograman 2 : Implementasi Menggunakan Java, C++, Matlab & Pascal;5;Karya umum;2024-03-01;2024-03-08;Telah Kembali;Maret
2203020010;FKIP;47529;Pemrograman komputer;5;Karya umum;2024-03-01;2024-03-08;Telah Kembali;Maret
2203020010;FKIP;49419;Program linier dan aplikasinya pada berbagai software;4;Karya umum;2024-03-01;2024-03-08;Telah Kembali;Maret
2203020010;FKIP;32423;PENGANTAR RISET OPERASI EDISI 3;651;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2203020028;FKIP;49417;Program linier dan aplikasinya pada berbagai software;4;Karya umum;2024-03-01;2024-03-08;Telah Kembali;Maret
2203020028;FKIP;32379;PENGANTAR RISET OPERASI EDISI 3;651;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2304010086;FEBM;41520;Makroekonomi : Teori Pengantar Edisi Ketiga;339;Ilmu-ilmu sosial;2024-03-01;2024-03-08;Telah Kembali;Maret
2304010084;FEBM;50060;Makroekonomi : Teori Pengantar Edisi Ketiga;339;Ilmu-ilmu sosial;2024-03-01;2024-03-08;Telah Kembali;Maret
2304010090;FEBM;50058;Makroekonomi : Teori Pengantar Edisi Ketiga;339;Ilmu-ilmu sosial;2024-03-01;2024-03-08;Telah Kembali;Maret
2305030064;FISIP;s264;Sosiologi Klasik;301;Ilmu-ilmu sosial;2024-03-01;2024-03-08;Telah Kembali;Maret
2305030044;FISIP;199SM3;Sosiologi Klasik;301;Ilmu-ilmu sosial;2024-03-01;2024-03-08;Telah Kembali;Maret
2305010050;FISIP;172SM3;EYD & kaidah bahasa indonesia;410;Bahasa;2024-03-01;2024-03-08;Telah Kembali;Maret
2305010050;FISIP;029SM3;EYD ejaan yang disempurnakan & seputar kebahasa-indonesiaan;400;Bahasa;2024-03-01;2024-03-08;Telah Kembali;Maret
2305150081;FISIP;1736;Kesalahan berbahasa penggunaan EYD;415;Bahasa;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010112;FEBM;2156;Akuntansi Pajak Lanjutan;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010112;FEBM;1625;Akuntansi perpajakan;657;Ilmu-ilmu terapan;2024-03-01;2024-03-08;Telah Kembali;Maret
2204010112;FEBM;42503;Akuntansi pajak;336;Ilmu-ilmu sosial;2024-03-01;2024-03-08;Telah Kembali;Maret
2205010081;FISIP;b00000432;Hukum tata pemerintahan heteronom dan otonom;340;Ilmu-ilmu sosial;2024-03-01;2024-03-08;Telah Kembali;Maret
2304130168;FEBM;41843;Dasar-dasar akuntansi jilid 2;657;Ilmu-ilmu terapan;2024-04-30;2024-05-07;Telah Kembali;April
2304130152;FEBM;41840;Dasar-dasar akuntansi jilid 2;657;Ilmu-ilmu terapan;2024-04-30;2024-05-07;Telah Kembali;April
2304130178;FEBM;41841;Dasar-dasar akuntansi jilid 2;657;Ilmu-ilmu terapan;2024-04-30;2024-05-07;Telah Kembali;April
2304130151;FEBM;41842;Dasar-dasar akuntansi jilid 2;657;Ilmu-ilmu terapan;2024-04-30;2024-05-07;Telah Kembali;April
2204010007;FEBM;40275;Akuntansi manajemen edisi 3 revisi;657;Ilmu-ilmu terapan;2024-04-30;2024-05-07;Telah Kembali;April
2204010039;FEBM;2243.2;Akuntansi manajemen jilid 2;657;Ilmu-ilmu terapan;2024-04-30;2024-05-07;Telah Kembali;April
2204010013;FEBM;41848;Auditing buku 2;657;Ilmu-ilmu terapan;2024-04-30;2024-05-07;Telah Kembali;April
2204010013;FEBM;32348;Auditing : pendekatan sektor publik dan privat;657;Ilmu-ilmu terapan;2024-04-30;2024-05-07;Telah Kembali;April
2304010063;FEBM;47593;Makro ekonomi : aplikasi untuk indonesia;339;Ilmu-ilmu sosial;2024-04-30;2024-05-07;Telah Kembali;April
2304020024;FEBM;48207;Pengantar manajemen;658;Ilmu-ilmu terapan;2024-04-30;2024-05-07;Telah Kembali;April
2104010050;FEBM;33892;Akuntansi manajerial suatu orientasi praktis;657;Ilmu-ilmu terapan;2024-04-30;2024-05-07;Telah Kembali;April
2104020129;FEBM;2644,1;Pemasaran jasa prinsip penerapan penelitian;659;Ilmu-ilmu terapan;2024-04-30;2024-05-07;Telah Kembali;April
2203020028;FKIP;33620;Evaluasi pembelajaran;371;Ilmu-ilmu sosial;2024-04-30;2024-05-07;Telah Kembali;April
2203020028;FKIP;47565;Dasar-dasar dan perencanaan evaluasi pembelajaran;371;Ilmu-ilmu sosial;2024-04-30;2024-05-07;Telah Kembali;April
2203020028;FKIP;32425;PENGANTAR RISET OPERASI EDISI 3;651;Ilmu-ilmu terapan;2024-04-30;2024-05-07;Telah Kembali;April
2203020032;FKIP;2399,4;Evaluasi hasil belajar;371;Ilmu-ilmu sosial;2024-04-30;2024-05-07;Telah Kembali;April
180563201002;FISIP;30685;Metode Penelitian Kuantitatif, Kualitatif dan R&D;1;Karya umum;2024-04-30;2024-05-07;Telah Kembali;April
180563201002;FISIP;26240;Kualitas pelayanan publik;351;Ilmu-ilmu sosial;2024-04-30;2024-05-07;Telah Kembali;April
180563201002;FISIP;33576;Memahami penelitian kualitatif;1;Karya umum;2024-04-30;2024-05-07;Telah Kembali;April
2203010027;FKIP;31551;PRAGMATIK;400;Bahasa;2024-04-30;2024-05-07;Telah Kembali;April
2203020010;FKIP;32010;Evaluasi pembelajaran;371;Ilmu-ilmu sosial;2024-04-30;2024-05-07;Telah Kembali;April
2203020010;FKIP;41853;PENGANTAR RISET OPERASI EDISI 3;651;Ilmu-ilmu terapan;2024-04-30;2024-05-07;Telah Kembali;April
2203020010;FKIP;47151;Evaluasi hasil belajar matematika;510;Ilmu-ilmu murni;2024-04-30;2024-05-07;Telah Kembali;April
2003010090;FKIP;21936;Metode Penelitian Kuantitatif, Kualitatif dan R&D;1;Karya umum;2024-04-30;2024-05-07;Telah Kembali;April
2003010090;FKIP;33445;MENULIS UNTUK DIBACA: FEATURE&KOLOM;372;Ilmu-ilmu sosial;2024-04-30;2024-05-07;Telah Kembali;April
2003010090;FKIP;30189;MENULIS;372;Ilmu-ilmu sosial;2024-04-30;2024-05-07;Telah Kembali;April
190569201044;FISIP;24523;Pengantar teori-teori sosial;300;Ilmu-ilmu sosial;2024-04-30;2024-05-07;Sedang Dipinjam;April
2203030025;FKIP;48205;Pengembangan bahan ajar;375;Ilmu-ilmu sosial;2024-04-30;2024-05-07;Telah Kembali;April
2203030025;FKIP;388,06;Strategi Dan Tahapan Mengajar;371;Ilmu-ilmu sosial;2024-04-30;2024-05-07;Telah Kembali;April
2003010049;FKIP;47729;Morfologi bahasa indonesia;416;Bahasa;2024-04-30;2024-05-07;Sedang Dipinjam;April
2204010100;FEBM;A000011;Auditing Konsep dasar dan pedoman pemeriksaan akuntansi publik;657;Ilmu-ilmu terapan;2024-04-30;2024-05-07;Telah Kembali;April
2203010007;FKIP;24447;Kurikulum dan pembelajaran;375;Ilmu-ilmu sosial;2024-04-29;2024-05-06;Telah Kembali;April
2203010007;FKIP;19402;Kurikulum dan pembelajaran;375;Ilmu-ilmu sosial;2024-04-29;2024-05-06;Telah Kembali;April
2203010007;FKIP;30349;Pengembangan implementasi kurikulum 2013;375;Ilmu-ilmu sosial;2024-04-29;2024-05-06;Telah Kembali;April
2203010071;FKIP;48193;Mengenal filsafat hukum;340;Ilmu-ilmu sosial;2024-04-29;2024-05-06;Telah Kembali;April
2203010071;FKIP;1739,1;Metode penelitian bahasa;407;Bahasa;2024-04-29;2024-05-06;Telah Kembali;April
2203010071;FKIP;htn0001;Hukum Tata Negara Di Indonesia;340;Ilmu-ilmu sosial;2024-04-29;2024-05-06;Telah Kembali;April
2203040013;FKIP;25168;Metode-metode pemisahan kimia sebuah pengantar;541;Ilmu-ilmu murni;2024-04-29;2024-05-06;Telah Kembali;April
2203040013;FKIP;49221;Senyawa Kompleks;546;Ilmu-ilmu murni;2024-04-29;2024-05-06;Telah Kembali;April
2203020035;FKIP;50812;Mereka bilang aku kemlinthi;813;Kesusastraan;2024-04-29;2024-05-06;Telah Kembali;April
2203020035;FKIP;49417;Program linier dan aplikasinya pada berbagai software;4;Karya umum;2024-04-29;2024-05-06;Telah Kembali;April
2304130144;FEBM;40179;pengantar ilmu ekonomi makro;339;Ilmu-ilmu sosial;2024-04-29;2024-05-06;Telah Kembali;April
2304130163;FEBM;40746;Pengantar makroekonomi;386;Ilmu-ilmu sosial;2024-04-29;2024-05-06;Telah Kembali;April
2304130155;FEBM;29386;PENGANTAR ILMU EKONOMI EDISI 3;330;Ilmu-ilmu sosial;2024-04-29;2024-05-06;Telah Kembali;April
2004010096;FEBM;41250;Akuntansi keuangan lanjutan;657;Ilmu-ilmu terapan;2024-04-29;2024-05-06;Telah Kembali;April
2104020019;FEBM;481apbn3.5;MANAJEMEN PEMASARAN JASA;659;Ilmu-ilmu terapan;2024-04-29;2024-05-06;Telah Kembali;April
2203010085;FKIP;49811;Sepotong hati yang baru;813;Kesusastraan;2024-04-29;2024-05-06;Telah Kembali;April
2203010085;FKIP;31347;PRAGMATIK;400;Bahasa;2024-04-29;2024-05-06;Telah Kembali;April
2203010085;FKIP;42569;PENGAJARAN PRAGMATIK;400;Bahasa;2024-04-29;2024-05-06;Telah Kembali;April
2203010049;FKIP;970thp3.5;PRAGMATIK;400;Bahasa;2024-04-29;2024-05-06;Telah Kembali;April
2003010044;FKIP;37398;50 STRATEGI PEMBELAJARAN POPULER;372;Ilmu-ilmu sosial;2024-04-29;2024-05-06;Telah Kembali;April
2003010044;FKIP;18419;Model-model pembelajaran;371;Ilmu-ilmu sosial;2024-04-29;2024-05-06;Telah Kembali;April
180388201062;FKIP;31330;Jenis Kalimat Dalam Bahasa Indonesia;410;Bahasa;2024-04-29;2024-05-06;Telah Kembali;April
180388201062;FKIP;18442;Argumentasi dan Narasi;410;Bahasa;2024-04-29;2024-05-06;Telah Kembali;April
2204010086;FEBM;40688;Auditing : pendekatan sektor publik dan privat;657;Ilmu-ilmu terapan;2024-04-29;2024-05-06;Telah Kembali;April
2204010086;FEBM;17464;Auditing dan asurans integrated and comprehensive edition;657;Ilmu-ilmu terapan;2024-04-29;2024-05-06;Telah Kembali;April
2204010009;FEBM;2052,4;AUDITING Norma dan Prosedur Jilid 1 Edisi 9;657;Ilmu-ilmu terapan;2024-04-29;2024-05-06;Telah Kembali;April
2204010009;FEBM;b00000564;Teori Akuntansi;657;Ilmu-ilmu terapan;2024-04-29;2024-05-06;Telah Kembali;April
2204010005;FEBM;2892;Teori Akuntansi;657;Ilmu-ilmu terapan;2024-04-29;2024-05-06;Telah Kembali;April
2204010005;FEBM;2243,3;Akuntansi manajemen jilid 2;657;Ilmu-ilmu terapan;2024-04-29;2024-05-06;Telah Kembali;April
2204010134;FEBM;24613;akuntansi manajemen ed. 3;657;Ilmu-ilmu terapan;2024-04-29;2024-05-06;Telah Kembali;April
2204010031;FEBM;40762;Teori Akuntansi;657;Ilmu-ilmu terapan;2024-04-29;2024-05-06;Telah Kembali;April
2305180070;FISIP;48276;Globalisasi dan transformasi sosial budaya pengalaman Indonesia;306;Ilmu-ilmu sosial;2024-04-29;2024-05-06;Telah Kembali;April
2305180070;FISIP;15.498.1;Komunikasi Politik, Media, & Demokrasi;320;Ilmu-ilmu sosial;2024-04-29;2024-05-06;Telah Kembali;April
2305180070;FISIP;47011;Politik era digital ed.2;320;Ilmu-ilmu sosial;2024-04-29;2024-05-06;Telah Kembali;April
2305180054;FISIP;37461;FIND YOUR WHY;155;Filsafat;2024-04-29;2024-05-06;Telah Kembali;April
2203010024;FKIP;45290;ANALISIS WACANA PENGANTAR ANALISIS TEKS MEDIA;401;Bahasa;2024-04-29;2024-05-06;Telah Kembali;April
2203010024;FKIP;49239;Analisis wacana kajian teoritis dan praktis ed.2;401;Bahasa;2024-04-29;2024-05-06;Telah Kembali;April
2204010011;FEBM;639,1;Teori Akuntansi;657;Ilmu-ilmu terapan;2024-04-29;2024-05-06;Telah Kembali;April
2204010011;FEBM;49613;Teori Akuntansi  dalam hampiran historigrafis taksonomis;657;Ilmu-ilmu terapan;2024-04-29;2024-05-06;Telah Kembali;April
2305020059;FISIP;42695;Pengantar sosiologi;301;Ilmu-ilmu sosial;2024-04-29;2024-05-06;Telah Kembali;April
2305020059;FISIP;H004;Hukum administrasi negara;341;Ilmu-ilmu sosial;2024-04-29;2024-05-06;Telah Kembali;April
2204010076;FEBM;17338;Auditing buku 1;657;Ilmu-ilmu terapan;2024-04-29;2024-05-06;Telah Kembali;April
2204010076;FEBM;35315;Auditing jilid 1;657;Ilmu-ilmu terapan;2024-04-29;2024-05-06;Telah Kembali;April
2204010124;FEBM;31702;Akuntansi perpajakan;657;Ilmu-ilmu terapan;2024-04-26;2024-05-03;Telah Kembali;April
2204010127;FEBM;441sm3;Akuntansi perpajakan;657;Ilmu-ilmu terapan;2024-04-26;2024-05-03;Telah Kembali;April
2003030010;FKIP;37044;Metode Penelitian;1;Karya umum;2024-04-26;2024-05-03;Telah Kembali;April
2003030010;FKIP;38031;TUJUAN PENDIDIKAN ESENSI DAN ASPEK-ASPEK FILOSOFIS;371;Ilmu-ilmu sosial;2024-04-26;2024-05-03;Telah Kembali;April
2003030010;FKIP;43579;Teori Belajar dan Pembelajaran;371;Ilmu-ilmu sosial;2024-04-26;2024-05-03;Telah Kembali;April
2204010083;FEBM;42420;Managerial accounting;657;Ilmu-ilmu terapan;2024-04-26;2024-05-03;Telah Kembali;April
2004020079;FEBM;46674;Metode penelitian & pengembangan research and development untuk bidang pendidikan, manajemen, sosial, teknik;1;Karya umum;2024-04-26;2024-05-03;Telah Kembali;April
2304120180;FEBM;15.402.1;PENDIDIKAN KEWARGANEGARAAN;324;Ilmu-ilmu sosial;2024-04-26;2024-05-03;Telah Kembali;April
2304120180;FEBM;1097.3.2;Pendidikan kewarganegaraan;324;Ilmu-ilmu sosial;2024-04-26;2024-05-03;Telah Kembali;April
2003050009;FKIP;31179;Metode Penelitian Kuantitatif, Kualitatif dan R&D;1;Karya umum;2024-04-26;2024-05-03;Telah Kembali;April
2015007;Staff;50939;Kamus bergambar kecilku Mandarin-Indonesia dilengkapi pena bersuara;413;Bahasa;2024-04-25;2024-10-22;Sedang Dipinjam;April
2304130171;FEBM;U0040011;Pengantar Bisnis;650;Ilmu-ilmu terapan;2024-04-25;2024-05-02;Telah Kembali;April
2304130171;FEBM;U0040001;Pengantar Bisnis;650;Ilmu-ilmu terapan;2024-04-25;2024-05-02;Telah Kembali;April
2304010064;FEBM;50058;Makroekonomi : Teori Pengantar Edisi Ketiga;339;Ilmu-ilmu sosial;2024-04-25;2024-05-02;Telah Kembali;April
2304020013;FEBM;24769;PENGANTAR EKONOMIKA MAKRO;330;Ilmu-ilmu sosial;2024-04-25;2024-05-02;Telah Kembali;April
2203020055;FKIP;46667;Metode Penelitian Kuantitatif;1;Karya umum;2024-04-25;2024-05-02;Telah Kembali;April
2304130209;FEBM;217,2;pengantar ilmu ekonomi makro;339;Ilmu-ilmu sosial;2024-04-25;2024-05-02;Telah Kembali;April
2304130209;FEBM;316PB3.2;Teori ekonomi mikro suatu pengantar;339;Ilmu-ilmu sosial;2024-04-25;2024-05-02;Telah Kembali;April
2304130209;FEBM;17467;PENGANTAR EKONOMI MAKRO;339;Ilmu-ilmu sosial;2024-04-25;2024-05-02;Telah Kembali;April
2304120173;FEBM;24179;Principles of economics pengantar ekonomi makro;339;Ilmu-ilmu sosial;2024-04-25;2024-05-02;Telah Kembali;April
2304120173;FEBM;0001,1;Makroekonomi;339;Ilmu-ilmu sosial;2024-04-25;2024-05-02;Telah Kembali;April
2304010164;FEBM;311PB3.3;Principles of economics pengantar ekonomi makro;339;Ilmu-ilmu sosial;2024-04-25;2024-05-02;Telah Kembali;April
2205040153;FISIP;15.101.2;ASPEK HUKUM HAK KEKAYAAAN INTELEKTUAL;346;Ilmu-ilmu sosial;2024-04-25;2024-05-02;Telah Kembali;April
2205040153;FISIP;49333;Perlindungan hak kekayaan  intelektual di era global sebuah kajian kontemporer ed.2;346;Ilmu-ilmu sosial;2024-04-25;2024-05-02;Telah Kembali;April
2205040153;FISIP;15.101.1;ASPEK HUKUM HAK KEKAYAAAN INTELEKTUAL;346;Ilmu-ilmu sosial;2024-04-25;2024-05-02;Telah Kembali;April
2303020035;FKIP;47168;Mathematics undercover;510;Ilmu-ilmu murni;2024-04-25;2024-05-02;Telah Kembali;April
2303020035;FKIP;44278;Aljabar dan Kalkulus;512;Ilmu-ilmu murni;2024-04-25;2024-05-02;Telah Kembali;April
2304010017;FEBM;33974;Pengantar ilmu ekonomi makro( teori & soal );330;Ilmu-ilmu sosial;2024-04-25;2024-05-02;Telah Kembali;April
2204020055;FEBM;41115;AKUNTANSI MANAJEMEN;657;Ilmu-ilmu terapan;2024-04-25;2024-05-02;Telah Kembali;April
2204020084;FEBM;1239.3.1;Pengantar Akuntansi Mananjemen Jilid 2;657;Ilmu-ilmu terapan;2024-04-25;2024-05-02;Telah Kembali;April
2204020075;FEBM;39619;AKUNTANSI MANAJEMEN;657;Ilmu-ilmu terapan;2024-04-25;2024-05-02;Telah Kembali;April
190388201083;FKIP;22721;Teori dan aplikasi semiotik michael riffaterre;401;Bahasa;2024-04-25;2024-05-02;Telah Kembali;April
